title,body
"'최종 평가전' 벤투호, 이강인 역시 제외... 손흥민-김민재 선발 [오!쎈현장]","이미지 원본보기[OSEN=파주, 최규한 기자][OSEN=서울월드컵경기장, 우충원 기자] 이강인(마요르카)가 카메룬전에서도 선발서 제외됐다.파울루 벤투 감독이 이끄는 한국 축구대표팀(FIFA 랭킹 28위)은 27일 오후 8시 서울월드컵경기장에서 카메룬(FIFA 랭킹 38위)과 평가 2차전을 치른다.11월 2022카타르월드컵을 앞두고 사실상 최종 모의고사를 펼치는 한국은 지난 23일 코스타리카와 친선 1차전서 2-2 무승부를 기록했다. 따라서 이날 카메룬과 경기는 카타르월드컵을 앞두고 최정예 멤버가 총출동하는 마지막 경기.한국은 경기를 앞두고 선발 명단을 공개했다.한국은 주장 손흥민(토트넘)을 필두로 정우영(프라이부르크), 이재성(마인츠), 황희찬(울버햄튼), 황인범(올림피아코스), 손준호(산둥), 김문환(전북), 권경원(감바), 김민재(나폴리), 김진수(전북), 김승규(알샤밥)이 선발로 나선다.기대를 모았던 이강인은 벤치서 경기를 시작한다. / 10bird@osen.co.kr"
KT의 ESG 경영 실천...유니폼 수익금으로 수재민 구호물품 전달,"이미지 원본보기KT 위즈 제공[OSEN=수원, 이후광 기자] KT스포츠가 27일 수원KT위즈파크에서 수원 지역 수재민들에게 2천만원 상당의 구호물품 전달식을 가졌다.이번 행사는 KT ESG 경영 실천의 일환으로 마련됐으며, 지난 8월 완판된 2022 썸머 스페셜 유니폼 판매 수익금으로 전기압력밥솥 100대를 구매해 야구장 인근 5개동에 기부했다.이날 전달식에는 KT스포츠 이인원 경영기획실장과 KT 컬쳐경영담당 정명곤 상무, 수원시 자원 봉사센터 최중열 상임 이사 등 관계자 10여명이 참석했다.이인원 경영기획실장은 “호우 피해로 어려움을 겪고 있는 지역 주민들에게 조금이나마 힘이 되고자 이번 행사를 준비했다""며 ""앞으로도 사회적 가치 실현을 위해 다양한 지원 사업을 강화해 나갈 것”이라고 밝혔다.한편, KT는 지난 9월 초에도 경기도 지역 수재민과 취약 계층에 긴급 방역 물품을 전달하는 등 지역사회와의 상생 및 취약계층 지원을 위한 사회적 책임에 나서고 있다./backlight@osen.co.kr"
"진태현, ♥박시은 돌보는 게 쉬는 것···""받아들이려고 하고 있어""","이미지 원본보기[OSEN=오세진 기자] 배우 진태현이 근황을 공개했다.27일 진태현은 자신의 인스타그램에 장문으로 아내 박시은과 시간을 보낸다고 밝혔다. 진태현은 ""조금씩 비워내고 찾아내고 웃으면서 아내와 회복과 치유를 즐기는 중입니다. 해답을 찾으려고 내려온 게 아니고 받아들이려고 내려왔습니다. 아내에게 좋은 선물이 되었으면 합니다""라는 글귀를 적었다.또한 진태현은 자신들을 걱정해주고 응원해주는 이들에게 ""많은 분들이 저도 챙기고 쉬라고 응원 많이 해주시는데 너무 감사합니다. 저는 아내를 돌보는 게 쉬는 겁니다""라는 글귀를 적으며 감사 인사를 전했다. 이에 네티즌들은 ""정말 선한 분. 잘 이겨내시길"", ""부디 이 가을 햇볕이 부부에게 포근한 이불로 다가서길"", ""늘 기도하고 있습니다. 더욱 행복 속에서 웃으시길 바라요"", ""늘 응원합니다"" 등 또 한 번 응원을 전했다.최근 진태현과 박시은 부부는 출산을 앞두고 슬픈 일을 겪었다. 앞서 박시은은 이전에 두 번이 유산이 있었다고 고백해 많은 이로 하여금 이번 출산을 응원 받았었다. 이들 부부의 슬픔에 모든 이가 마음 아파한 건 당연지사. 그러나 의연하고 굳세게 그리고 덤덤히 슬픔을 각오하는 이의 모습은 찬란하다. 많은 이의 응원처럼, 그리고 진태현의 말처럼 이들 부부는 분명 이겨낼 것이다.한편 진태현과 박시은은 2015년 결혼, 슬하에 딸 하나를 두고 있다./osen_jin0310@osen.co.kr[사진] 진태현 인스타그램"
"‘마약 혐의’ 돈스파이크, 유튜브 영상 비공개→채널A “출연 회차 편성 제외”","이미지 원본보기[OSEN=정송이 기자] MBC 새 예능프로그램 '일밤-애니멀즈' 제작발표회가 22일 오후 서울 상암동 MBC 신사옥에서 진행됐다. 돈스파이크가 포토타임을 하고 있다.애니멀즈’는 ‘유치원에 간 강아지’, ‘OK목장’, 그리고 ‘곰 세마리’ 3개의 코너로 구성되어 있으며 홍일점 소녀시대 유리부터 농구선수 서장훈, 개그맨 장동민, 가수 god 박준형, YB 윤도현, 슈퍼주니어 은혁, M.I.B 강남, 배우 조재윤, 곽동연, 작곡가 돈스파이크가 출연한다.  어린이와 출연진이 함께 하루 종일 동물들을 돌보고 교감하는 과정을 선보이는 애니멀즈는 오는 25일 첫 방송된다. /ouxou@osen.co.kr[OSEN=지민경 기자] 채널A 측이 마약 투약 혐의로 체포된 돈스파이크가 출연한 방송 회차를 편성 제외하기로 했다고 밝혔다.27일 채널A 측 관계자는 OSEN에 “돈스파이크가 출연한 ‘오은영의 금쪽 상담소’, ‘서민갑부’ 등의 회차는 편성(재방송, VOD 등)에서 제외하기로 했다”고 전했다.앞서 돈스파이크는 지난 8월 방송된 채널A ‘오은영의 금쪽상담소’에 출연해 ""머릿속에 네 명이 항상 회담을 한다. 사중인격”이라고 고백해 화제를 모으기도 했다.또한 돈스파이크의 유튜브 채널 ‘고기리 돈스파이크’의 영상 역시 이날 모두 삭제됐다.한편 27일 경찰 관계자에 따르면 서울 노원경찰서는 마약류 관리에 관한 법률 위반 혐의로 돈스파이크를 입건해 수사 중이다.경찰은 체포 영장을 발부 받아 전날(26일) 오후 8시께 서울 강남구의 한 호텔에서 돈스파이크를 체포한 것으로 알려졌다. 돈스파이크는 수차례 필로폰을 투약한 혐의를 받고 있으며, 경찰은 구체적인 범행 경위를 조사한 뒤 구속영장 신청 여부를 검토할 예정이다. /mk3244@osen.co.kr[사진] OSEN DB"
"AOA 출신 지민, 고무줄도 헐거운 개미 허리","이미지 원본보기[OSEN=오세진 기자] AOA 출신 가수 신지민이 놀라운 허리 라인을 공개했다.27일 신지민은 자신의 인스타그램에 여러장의 사진을 공개했다. 사진 속 신지민은 은은한 조명에 이국적인 음식이 테이블 가득한 레스토랑에 앉아 있다. 신지민의 옷차림은 편안한 트레이닝 차림이지만, 크롭을 넘어선 브라톱 패션에 가깝다. 더군다나 신지민은 고무줄로 된 트레이닝 복조차 헐거워 보일 정도로 마른 허리를 자랑해 더더욱 시선을 모았다.네티즌들은 ""요새 가수 컴백 하려고 하는 거 같더니"", ""쉬는 동안 살 더 뺐나?"", ""원래 말랐음"", ""허리가 얼마나 얇다는 거야"" 등 다양한 반응을 보였다.한편 신지민은 지난 2020년 AOA 탈퇴 및 연예 활동 전면 중단을 선언한 후 최근 JTBC '두 번째 세계'에서 가수로서의 모습을 선보이고 있다./osen_jin0310@osen.co.kr[사진] 신지민 인스타그램"
"KBO리그 대상, 야구토토 스페셜 연속 발매","이미지 원본보기이번 주중 KBO리그 경기 대상 야구토토 스페셜 연속 발매27일부터 30일까지 매일 각 한 개 회차씩 발매…자세한 일정은 홈페이지 참조‘야구토토 스페셜이 이번 주 국내 야구팬들을 찾아갑니다’국민체육진흥공단이 발행하는 체육진흥투표권 스포츠토토의 수탁사업자 스포츠토토코리아가 이번 주중 벌어지는 2022 KBO리그 경기를 대상으로 한 야구토토 스페셜을 연속으로 발매한다고 27일 밝혔다.가장 먼저 마감되는 야구토토 스페셜 115회차는 27일(화) 오후 6시 30분에 열리는 KT-두산(1경기)전을 비롯해, NC-키움(2경기), 한화-LG(3경기)전으로 야구팬을 찾아간다. 이어 116회차 역시 28일(수) 6시 30분에 펼쳐지는 같은 팀들간의 경기로 게임이 발행된다.117회차에서는 29일(목) 오후 6시 30분에 경기를 갖는 삼성-NC(1경기), LG-KT(2경기), SSG-키움(3경기)전이 대상경기로 선정됐고, 뒤이어 발행하는 118회차 역시 30일(금) 오후 6시 30분부터 게임을 갖는 같은 팀들간의 경기로 진행된다.앞서 언급된 모든 회차는 해당 경기 시작 10분인 오후 6시 20분에 동일하게 발매를 마감한다.야구토토 스페셜의 참여방식은 2경기 4개 팀의 득점 대(6개 구간, 0~1, 2~3, 4~5, 6~7, 8~9, 10점 이상)를 맞히는 ‘더블’과, 3경기 6개 팀의 결과를 예측하는 ‘트리플’ 유형으로 진행된다. ‘더블’은 배당률이 적은 대신 적중확률이 높기 때문에 초보자에게 많은 호응을 얻는 반면, ‘트리플’ 은 프로야구에 정통한 고수들에게 인기몰이를 하고 있다.스포츠토토코리아 관계자는 “우승 경쟁이 뜨겁게 펼쳐지고 있는 KBO를 대상으로 한 야구토토 스페셜 게임이 이번 주중 스포츠팬들을 찾아간다”며 “태풍이나 우천 등 갑작스러운 기상 변화로 인해 경기가 취소될 수 있는 가능성도 충분히 존재하기 때문에 구매 시 투표권의 환불 방법과 유효 기간 등을 정확히 확인하길 바란다”고 전했다.한편, 스포츠토토 구매 및 각종 정보에 관한 자세한 사항은 스포츠토토 홈페이지(www.sportstoto.co.kr) 및 공식온라인 발매 사이트 베트맨(www.betman.co.kr)에서 확인할 수 있다.이미지 원본보기"
"김지민도 예외없었다.. ""개그계 군기有, 괴롭힘 당했다"" 깜짝 고백 (Oh!쎈 리뷰)","이미지 원본보기[OSEN=김수형 기자] 개그우먼 김지민도 개그계 군기문화에 예외가 없었던 듯하다. 그가 직접 과거 개그계 괴롭힘에 대해 언급했다.앞서 김지민은  27일 오전 미디어 엔터테인먼트 그룹 IHQ의 OTT(온라인 동영상 서비스) '바바요'(babayo)에 업로드 된 '킹 받는 법정' 5회에 출연, 과거 개그계에 있었던 괴롭힘 문화에 대해 털어놨다.먼저 MC 김지민은 고정 패널인 동아일보 기자 출신 정혜진 변호사(IHQ 법무실장·상무), 판사 출신 신중권 변호사와 '직장 내 괴롭힘'을 주제로 대화를 나누던 도중 김지민은 ""군기 문화는 우리 개그계도 장난 아니었다""며 운을 뗐다.김지민은 ""예전에는 개그계에 때리는 문화도 있었다고 한다""라며 ""밤이라도 선배들이 부르면 나갔어야 했다""라고 회상, ""집합이라는 문화도 있었다. 코미디언이 된 이후에는 1년 동안 화장도 못 했다, 1000명 중 11명에 뽑히려고 열심히 노력했고, 그렇게 해서 코미디언이 됐는데 이랬다""라고 털어놓아 충격을 안겼다.이에 누리꾼들도 ""1년간 화장도 못 했다니"", ""김지민도 신인 때 예외없었나보다"", ""제발 안 좋은 문화는 되물림되지 않아야한다""며 안타까운 반응을 보였다.한편, 김지민은 개그맨 김준호와 공개 연애 중이다. 김지민은 과거 ‘미운우리새끼’에서는 두 사람이 견고한 사랑을 드러내 화제가 됐다.당시 김준호는 운전 연습 중 김지민에게 “내가 만약에 운전하다가 다쳤다. 병원에 2년 동안 누워 있으면 케어할거냐”고 물었고, 김지민은 고민 없이 “나는 옆에 있어야지. 내가 지켜야지”라고 답했다. 특히 김지민은 “남자친구가 교통사고 났다고 헤어지는게 말이 되냐”고 말하며 ‘김준호바라기’ 면모를 보이며 사랑꾼 면모를 보였던 바다. /ssu08185@osen.co.kr[사진] ‘"
"3위 노리는 KT, 한우파티로 몸보신…구단주 통 큰 지원에 포식했다","이미지 원본보기KT 위즈 제공[OSEN=수원, 이후광 기자] KT 위즈 선수단이 구단주의 통 큰 지원에 힘입어 기력을 제대로 충전했다.KT 위즈는 27일 수원KT위즈파크에서 열리는 두산 베어스와의 시즌 15차전을 앞두고 한우로 저녁 식사를 했다.KT 관계자는 “구현모 구단주가 정규시즌 막판 순위권 싸움으로 애쓰는 선수단에 소고기를 지원했다”라고 설명했다.구현모 구단주는 2020년 취임 이후 치열한 순위 경쟁에 힘을 보태고자 매년 소고기, 낙지호롱이, 장어덮밥 등 건강 보양식을 지원했다. 지난 7월 18일에는 선수단을 비롯해 응원단, 경기장 스태프 등 언성 히어로까지 총 106명의 관계자들을 소피텔에 초청해 후반기를 앞두고 전반기를 4위로 마친 선수단의 노고를 치하, 관계자들에게 감사를 표했다.주장 박경수는 “정규시즌 막판 순위 싸움이 치열한 상황에서 선수단이 힘낼 수 있도록 지원해주신 구현모 대표님께 감사하다. 선수들 모두 든든하게 먹고 열심히 뛰겠다”라며 “늘 관심을 가져주신 덕분에 선수들이 힘을 내고 있다. 올해도 똘똘 뭉쳐서 좋은 성적을 낼 수 있도록 노력하겠다”라고 말했다./backlight@osen.co.kr"
"WBC 한국팀 제의 받은 보스턴 3할 외야수, 스리런+3안타 'OPS .901'","이미지 원본보기[사진] 롭 레프스나이더 ⓒGettyimages(무단전재 및 재배포 금지)[OSEN=이상학 기자] 월드베이스볼클래식(WBC) 한국대표팀 합류 제의를 받은 한국계 외야수 롭 레프스나이더(31·보스턴 레드삭스)가 스리런 홈런 포함 3안타 활약으로 OPS .900을 돌파했다.레프스나이더는 27일(이하 한국시간) 미국 매사추세츠주 보스턴 펜웨이파크에서 열린 2022 메이저리그 볼티모어 오리올스와의 홈경기에 7번타자 좌익수로 선발출장, 스리런 홈런 포함 4타수 3안타 3타점 2득점으로 활약했다.2회 무사 1루 첫 타석부터 볼티모어 우완 선발 조던 라일스에게 좌전 안타로 포문을 연 레프스나이더는 4회 두 번째 타석에도 우완 스펜서 왓킨스에의 포심 패스트볼을 받아쳐 중견수 앞 안타로 연결했다. 두 타석 만에 멀티 히트.7회 마지막 타석에선 홈런 손맛까지 봤다. 1사 1,3루 찬스에서 우완 로건 길라스피의 2구째 82마일 슬라이더를 공략, 중앙 펜스를 넘어가는 스리런 홈런으로 장식했다. 비거리 414피트(126.2m), 타구 속도 103.5마일(166.6km), 발사각 27도.시즌 7호 홈런으로 지난 21일 신시내티 레즈전에 이어 5경기 만에 홈런을 가동했다. 이날 경기는 보스턴이 8-14로 졌지만 레프스나이더는 개인 최다 홈런을 7개로 늘리며 첫 20타점 고지도 밟았다. 시즌 타율은 3할1푼5리(146타수 46안타), OPS는 .901로 끌어올렸다. 모든 면에서 데뷔 후 개인 최고 성적이다. '1991년 서울에서 태어난 레프스나이더는 생후 5개월 만에 미국에 입양됐다. 독일·아일랜드계 부부에게 자란 그는 2012년 드래프트에서 뉴욕 양키스에 지명된 뒤 2015년 메이저리그 데뷔 꿈을 이뤘다. 2017년 시즌 중 양키스에서 양도 지명(DFA) 된 뒤 토론토 블루제이스, 클리블랜드 인디언스, 탬파베이 레이스, 애리조나 다이아몬드백스, 텍사스 레인저스, 미네소타 트윈스를 거치며 메이저와 마이너를 오가는 저니맨 신세가 됐지만 올해 보스턴에서 잡은 기회를 놓치지 않고 있다.레프스나이더는 지난 23일 뉴욕 원정 중 KBO 관계자들을 만나 WBC 한국대표팀 합류 제의도 받았다. “좋은 만남이었다”며 참가에 긍정적 반응을 보였으나 팀 내 입지 문제로 결정을 내리지 않은 레프스나이더가 시즌 막판까지 활약할수록 WBC 대표팀 합류할 가능성도 높아진다. /waw@osen.co.kr이미지 원본보기[사진] 롭 레프스나이더 ⓒGettyimages(무단전재 및 재배포 금지)"
"'다크돌' 픽시, 새 멤버 린지 영입...5인조 재편 [공식]","이미지 원본보기[OSEN=연휘선 기자] '다크돌' 그룹 픽시(PIXY)가 새 멤버 린지를 영입했다.27일 소속사 올라트엔터테인먼트는 ""당사의 연습생이었던 린지(황린지)를 픽시 멤버로 정식 영입했다""고 밝혔다.올라트엔터테인먼트 측은 ""먼저 픽시를 응원해 주는 팬분들께 감사의 말씀을 전한다. 픽시와 당사는 향후 활동에 대해 함께 고민하는 시간을 가졌고, 최선의 방안을 찾으려 함께 노력했다""라고 설명했다.이로써 픽시는 5인조로 재편해 앞으로의 활동을 이어갈 계획이다. 소속사 측은 ""린지는 다음 달 유럽 투어를 시작으로 픽시의 멤버로서 함께 활동을 진행할 예정""이라고 밝혔다.이미지 원본보기또한 소속사 측은 ""당사는 픽시의 활동에 아낌없는 지원할 것이며, 앞으로 더 좋은 음악으로 보답하겠다. 더 멋진 모습으로 돌아올 픽시와 새로운 멤버 린지에게도 따뜻한 관심과 사랑 부탁드린다. 감사하다""라고 덧붙였다.픽스는 지난해 2월 싱글 앨범 '위드 마이 윙스(With My Wings)'로 데뷔한 걸그룹이다. 파워풀하면서도 압도적인 퍼포먼스, 남다른 세계관을 자랑하며 4세대 대표 '콘셉돌'로 떠올랐다. 현재 활발한 활동을 통해 국내를 넘어 글로벌 케이팝 팬들에게도 큰 사랑을 받고 있다./ monamie@osen.co.kr[사진] 올라트엔터테인먼트 제공."
"방탄소년단 RM, 꾸안꾸 남친룩으로… '하이브' 전시회 방문","이미지 원본보기[OSEN=박근희 기자] RM이 하이브 전시회를 찾았다.27일 오후 방탄소년단 RM은 본인의 인스타그램에 ‘#PROOF in SEOUL’이라는 짧은 멘트와 함께 여러 장의 사진을 게재했다.공개된 사진은 하이브 인사이트 전시회를 찾은 RM의 모습. RM은 비니를 쓰고 거울을 응시한채 포즈를 취하고 있다. RM의 남다른 피지컬과 훈훈한 모습에 보는 팬들의 시선이 집중됐다.이미지 원본보기한편, RM이 속한 방탄소년단은 오는 10월15일 부산아시아드주경기장에서 '2030 부산세계박람회 유치 기원 콘서트 BTS '옛 투 컴' 인 부산'을 개최한다./ skywould514@osen.co.kr[사진] RM 인스타그램"
"“데이트하기로 했어” ‘청춘블라썸’ 김민규X강혜원X윤현수, 삼각관계 시작?","이미지 원본보기[OSEN=지민경 기자] ‘청춘블라썸’ 김민규와 강혜원, 윤현수의 삼각관계가 시작될까.플레이리스트는 27일 공식 유튜브 채널을 통해 ‘청춘블라썸’ 5, 6회 예고편을 공개했다.공개된 예고편에는 재민(김민규 분)이 소망(소주연 분)에게 “선생님한테 형은 그냥 친구였나요?”라며 형 하민(서지훈 분)에 대해 물어보는 모습이 담겨있어 눈길을 끌었다.과거 10대 시절 소망과 미술실에서 만나 가까워진 하민은 소망에게 “이제 내가 좀 편한가봐?”라며 장난을 치고 친근함을 드러내는가 하면 “나랑 어디 좀 가자”며 소망을 어디론가 이끈다.이미지 원본보기‘현재의 10대’ 선희(오유진 분)는 사귀기로 했다는 보미(강혜원 분)와 진영(윤현수 분)의 사이를 의심한다. 선희는 진영에게 “너도 알지? 너랑 윤보미랑 겁나 안 어울리는 거. 근데 아무리 생각해도 네가 왜 같이 장단 맞춰 주는진 전혀 모르겠어”라고 말했고, 진영은 “좋아하니까”라고 답해 설렘을 유발했다.또한 재민은 자신과 함께 있던 보미를 데리고 가려는 진영에게 “둘이 어디 가기로 했어?”라고 물었고, 진영은 “우리 데이트 하기로 했거든”이라고 돌직구를 날려 미묘한 삼각관계를 예고하기도 했다.한편 웨이브 오리지널 드라마 '청춘블라썸'(극본 박윤성/김하늬, 연출 왕혜령, 제작 플레이리스트·재담미디어·코퍼스코리아)는 과거와 현재를 오가는 10대들의 사랑과 우정, 그리고 남다른 성장통을 공개하며 호평을 받고 있다. 매주 수요일 웨이브를 통해 방송된다. /mk3244@osen.co.kr[사진] 영상 캡처"
"""작은아버지도 참전"" 봉태규·장동민도 생생한 베트남 전쟁 ('세계 다크투어')","이미지 원본보기[OSEN=연휘선 기자] ‘세계 다크투어’가 영화 속 배경이 됐던 베트남 전쟁의 현장으로 떠난다.28일 방송되는 JTBC 예능 프로그램 ‘세계 다크투어’에서는 영화 ‘람보’, ‘알 포인트’의 배경이자 우리나라 국군이 처음으로 파병됐던 베트남 전쟁의 전말을 짚어본다.이날 다크투어를 안내할 다크가이드는 역사학자 심용환으로 이미 다수의 프로그램에서 다크 투어리스트들과 인연을 맺은 상황. 오랜만에 만난 얼굴에 박나래는 “나 이분은 아는 분이야”라며 반가워한다. 반면 심용환 다크가이드의 입담을 익히 알고 있던 봉태규는 “여러분 오늘 큰일났다”며 네버엔딩 다크투어를 예고해 기대감이 높아지고 있다.입담 끝판왕 심용환 다크가이드와 함께 참혹한 이념 전쟁이 발발했던 베트남으로 떠난 다크 투어리스트들은 사방에서 빗발치는 총알에 경악한다. 특히 “저희 작은 아버지도 참전했다”며 가족의 파병 소식을 알린 봉태규는 작은 아버지로부터 들은 생생한 전쟁 경험담으로 현장감을 극대화 시켰다는 후문이다.심용환 다크가이드의 설명과 봉태규의 증언이 더해져 몰입도가 점점 고조되는 가운데 베트남 파병 당시 대한민국의 색다른 분위기도 공개돼 눈길을 끈다. 목숨을 잃을 수 있는 살벌한 전쟁임에도 불구하고 국민들과 참전 군인들이 밝은 미소를 나누며 작별하고 있는 것.뿐만 아니라 파병에 대한 당시의 시각을 담아낸 유행가까지 등장했다고. 길거리에서 흘러나오는 익숙한 유행가를 듣자마자 장동민이 “안 불러본 사람이 없다”며 고개를 끄덕였다고 해 과연 경쾌한 멜로디의 음악에는 어떤 슬픈 역사가 담겨 있을지 궁금해지고 있다.대한민국과도 밀접한 관계가 있는 베트남 전쟁의 기억을 짚어볼 ‘세계 다크투어’는 내일(28일) 밤 10시 30분에 방송된다./ monamie@osen.co.kr[사진] JTBC 제공."
"박소현, 엑소 시우민 최애라더니···반가운 마음에 '까꿍'","이미지 원본보기[OSEN=오세진 기자] 연예계 대표 동안들이 함께 했다.27일 SBS 라디오 파워FM '박소현의 러브게임' 인스타그램 공식 계정에서는 ""요정 시우민 씨 러브게임 생방송 대기 중입니다. 첫 솔로앨범 이야기는 물론 두 요정의 허밍듀엣까지 만나볼 수 있으니 지금 러브게임 보는 라디오로 와주세요~""라는 멘트와 함께 사진과 영상을 공개했다.사진 속 시우민은 33살 나이가 믿기지 않을 정도로 변치 않은 외모에다, 스포티한 상의를 입고 애교 또한 당당하게 하고 있다. 시우민의 모난 데 하나 없는 얼굴 선에 판판하고 시원한 이마, 그리고 얼굴의 중심을 이끄는 무쌍의 커다란 두 눈은 잘생기고 또 귀엽다. 예쁘다와 잘생겼다 그 사이를 가로지를 높다란 콧대며 반듯한 입술이 답을 내린다. 그냥 잘생기고 예쁜 게 맞다고.이미지 원본보기또한 공식 계정이 올린 영상에서 박소현은 오랜만에 만나는 시우민을 보고 유리창으로 손을 갖다대는 등 한껏 귀여워하는 모습이다. 한때 박소현이 엑소 내 최애 멤버로 시우민을 꼽았던 건 유명한 사실. 시우민 또한 팔을 번쩍 들어 애교를 피하지 않는다. 팬들은 ""이 남자가 애교로 날 죽였습니다. 책임져주세요 시우민 씨"", ""우민아. 이렇게 귀여우면 너 잡혀가. 나한테"", ""다 저리 가세요. 저 남자는 내 거야"", ""아니 진짜 우르르 까꿍해주는 거 같음 너무 귀여움"" 등 다양한 반응을 보였다.한편 시우민은 첫 솔로 앨범 '브랜드 뉴'를 발매했으며, 새 드라마 '시장돌마트'의 출연을 확정 지었다./osen_jin0310@osen.co.kr[사진] SBS 라디오 파워FM '박소현의 러브게임'"
"[ASL] ‘여전한 철벽’…김민철, 노련한 운영 앞세워 4강 기선 제압","이미지 원본보기[OSEN=강남, 고용준 기자] 여전한 철벽이었다. ASL 저그전 연승 기록을 새로 바꾼 김지성의 행보에 제동이 걸렸다. ‘철벽’ 김민철이 간발의 차이로 상대의 매서운 초반 공세를 막아낸 뒤 노련한 운영으로 4강전 기선을 제압했다.김민철은 27일 오후 서울 대치동 프릭업스튜디오에서 열린 ’ASL 시즌14’ 4강 전 김지성과 1세트 경기서 기습적인 상대의 투 배럭 러시를 절묘하게 막아낸 뒤 장기전 끝에 서전을 승리, 7전 4선승제로 치러지는 4강전의 주도권을 잡았다.초반부터 두 선수 모두 승부수를 선택했다. 김민철은 원 해처리 상태에서 레어를 가져가면서 빠른 뮤탈리스크 빌드로 가닥을 잡았다. 김지성은 투 배럭 아카데미로 묵직한 한 방을 준비했다.먼저 치고 나온쪽은 김지성. 김지성은 중립 건물을 깨뜨리면서 공세에 나섰다. 여기에 단번에 스캔 정찰로 김민철의 위치를 파악하면서 기세를 탔다.곧장 대각선으로 치고 달린 김지성의 압박에 김민철을 다급하게 크립 콜로니 두 기를 올리면서 상대 공세에 대비했다. 성큰 콜로니가 두 개 완성됐지만, 한 기가 제거되면서 김민철 최대 위기가 찾아왔다.위기의 순간, 소수의 뮤탈리스크와 저글링이 김지성의 위협적인 공세를 저지하는데 성공했다. 고비를 넘긴 김민철은 8기의 뮤탈리스크로 김지성의 진영을 견제하면서 3가스 체제로 무사히 넘어갔다. 하이브 완성 이후 디파일러를 확보하자 주도권은 김민철에게 넘어갔다.김민철은 오버로드 4기 드롭으로 김지성의 9시 확장을 타격하면서 승기를 잡았다. 반면 김지성은 상대 3시 지역 타격 이후 만족스러운 성과를 내지 못하면서 힘이 점점 빠져갔다. 김지성이 힘을 쥐어 짜내 다시 공세에 나섰지만 막히면서 항복을 선언했다.◆ ASL 시즌14 4강▲ 김지성 0-1 김민철1세트 김지성(테란, 11시) [네오 알카노이드] 김민철(저그, 5시) 승/ scrapper@osen.co.kr"
"'제갈길' 정우, 이유미 안아줬다..폭풍 오열 '엉엉'","이미지 원본보기[OSEN=박소영 기자] tvN ‘멘탈코치 제갈길’ 이유미가 정우 품에서 오열하는 모습이 포착돼 관심을 모은다.tvN 월화드라마 ‘멘탈코치 제갈길’(기획 스튜디오드래곤/ 제작 스튜디오드래곤, 본팩토리/ 연출 손정현/ 극본 김반디)은 멘탈코치가 되어 돌아온 전 국가대표가 선수들을 치유하며, 불의에 맞서 싸우는 멘탈케어 스포츠 활극.지난 방송에서 차가을(이유미 분)은 국가대표 최종 선발 레이스를 앞두고 극도의 불안감에 홀로 자신을 몰아세우던 중, 제갈길(정우 분)과의 관계를 의심받게 되며 4년전 오코치(허정도 분)와의 관계를 의심받았던 트라우마가 재발하고 말았다. 이에 차가을은 제갈길을 밀어냈고, 제갈길 또한 상담 종료를 선언하며 앞으로의 전개를 궁금하게 했다.이 가운데 ‘멘탈코치 제갈길’ 측이 27일(화) 6회 방송을 앞두고 제갈길을 찾아간 차가을의 스틸을 공개해 이목을 집중시킨다. 공개된 스틸 속 차가을은 제갈길의 품 안에서 눈물을 터트리고 있어 눈길을 끈다. 특히 지금까지의 불안감과 상처를 모두 토해내듯 어린아이처럼 엉엉 우는 차가을의 모습이 보는 이들까지 울컥하게 만든다. 제갈길은 그런 차가을을 품에 안고 다독이는 모습. 제갈길의 눈빛에는 차가을을 향한 걱정과 안도감이 서려 있어 시선을 사로잡는다. 이에 단단하게 걸어 잠갔던 마음을 연 차가을이 제갈길의 멘탈코칭으로 어떻게 변화해갈지, 이들의 이야기에 관심이 증폭된다.tvN ‘멘탈코치 제갈길’의 손정현 감독은 “본 장면은 제갈길과 차가을 사이에 진정한 라포르(rapport)가 형성되는 장면”이라고 귀띔하며 “정우와 이유미 배우의 감정 열연이 더해져 몇 번을 봐도 울컥한 장면이 탄생했다. ‘멘탈코치 제갈길’ 본 방송에서 확인해달라”고 전했다.한편, tvN 월화드라마 ‘멘탈코치 제갈길’은 오늘(27일) 밤 10시 30분에 6회가 방송된다./comet568@osen.co.kr[사진] 제갈길"
"조혜련, 집 얼마나 넓길래… 으리으리한 소파 크기에 ‘깜짝’ [★SHOT!]","이미지 원본보기[OSEN=박근희 기자] 개그우먼 조혜련이 근황을 공개했다.27일 오후 조혜련은 본인의 인스타그램에 ‘우리집에 파란바다와 같은 소파가 도착했어요. 이 편안한 느낌 놓치지 않을거에요, #리브로쇼파 #지중해바다같은 거실 #편안함’이라는 멘트와 함께 여러 장의 사진을 게재했다.공개된 사진은 파란색 소파 위에 누워있는 조혜련의 모습. 조혜련은 넓직한 소파를 자랑하며 포즈를 취하고 있다. 깔끔한 인테리어와 예쁜 소파의 색상이 보는 이들의 시선을 사로잡는다.한편, 조혜련은 지난 2014년 2세 연하의 사업가와 결혼해 슬하에 1남 1녀를 두고 있다./ skywould514@osen.co.kr[사진] 조혜련 인스타그램"
