title,body
빈 살만도 기쁨 속 환호…메시의 아르헨 잡으며 대이변 쓴 사우디데일리안|2022.11.23 10:23,"ⓒ인스타그램[데일리안 = 김남하 기자] 사우디아라비아가 강팀 아르헨티나를 꺾으며 대이변을 기록한 가운데, 최근 한국을 찾은 무함마드 빈 살만 왕세자가 기쁨 속에 환호하는 모습을 보였다.23일(한국시간) 사우디는 카타르 도하의 루사일 스타디움에서 치러진 2022 국제축구연맹(FIFA) 카타르 월드컵 C조 조별리그 1차전에서 아르헨티나를 2대1로 꺾었다.아르헨티나는 리오넬 메시, 라우타로 마르티네스 등 주전급 공격수를 주축으로 맹공을 쏟아부었지만 사우디의 빗장 수비를 뚫지는 못했다.승리가 확정되자 사우디 대표팀 선수들은 월드컵에서 우승한 듯 기뻐했다. 관중들은 기쁨을 주체하지 못하며 뛰어댔고, 경기를 현장에서 지켜보던 압둘라지즈 빈 투르키 사우디아라비아 왕자 겸 체육부 장관도 자리에서 일어나 두 팔을 번쩍 들며 환호했다.얼마 전 한국을 방문했던 빈 살만 왕세자 또한 기쁨을 숨기지 않았다.빈 살만이 인스타그램에 공개한 사진을 보면, 이들은 소파에 앉지도 못하고 텔레비전 앞에 옹기종기 모여 사우디를 응원했다. 서로를 얼싸안고 기쁨을 나눴다.빈 살만 왕세자가 사우디 국기를 들고 있는 친형 압둘라지즈 사우디 에너지 장관 어깨에 손을 올리며 환하게 웃고 있는 사진도 있었다.김남하 기자 (skagk1234@dailian.co.kr)[데일리안 만평보기][제보하기]Copyright ⓒ 데일리안. All rights reserved. 무단 전재 및 재배포 금지.데일리안 관련뉴스해당 언론사에서 선정하며언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.'아저씨 먼저 가세요~'...골목길서 자동차에 '양보' 손짓한 초등학생 (영상)투신 여중생이 음란물에 6분간 54회 접속?…유족들, 국가 상대로 소송제기수능날 시선 뺏은 '성게 머리' 수험생…'자유다' vs '방해 우려'죽은 아들폰에 남았다…'나 죽는거죠? 그렇지!' 일가족살해父 섬뜩한 목소리'이재명 대통령 될 줄 알았다'…남욱, 폭로 쏟아낸 배경은 [뉴스속인물]"
"케이뱅크·요기요, 월드컵 기념 치킨 쿠폰 이벤트 진행데일리안|2022.11.23 10:23","배달앱 요기요와 맞손케이뱅크- 요기요 월드컵 기념 이벤트. ⓒ케이뱅크[데일리안 = 김효숙 기자] 케이뱅크가 국내 대표 배달앱 요기요와 손잡고 대한민국 축구를 더욱 즐겁게 즐길 수 있는 다양한 고객 혜택 이벤트를 실시한다고 23일 밝혔다.우선 케이뱅크 앱에서 다음달 1일까지 요기요 할인 쿠폰과 치킨세트 기프티쇼를 받을 수 있는 응모 이벤트를 실시한다. 케이뱅크 앱 내 혜택존 이벤트 페이지에서 응모 버튼만 누르면 참여할 수 있다.응모 버튼을 누른 고객 모두에게 요기요에서 사용가능한 1000원 할인 쿠폰을 제공한다. 이벤트 기간내에 매일 참여 가능하다.대한민국 축구 응원을 지원하기 위한 이벤트도 있다. 대한민국 국가대표의 예선 경기 날에 맞춰 각 100명을 추첨해 총 300명에게 2만6000원 상당의 치킨세트 기프티쇼를 경품으로 제공한다.요기요 앱에서 실시하는 이벤트도 다양하게 마련했다. 신규가입 이벤트로 다음달 13일까지 요기요 앱을 통해 케이뱅크에 신규로 가입하고 계좌개설을 하면 요기요 1만원 할인 쿠폰을 발급받을 수 있다.또 요기요를 통해 계좌개설을 한 후에 개설일로부터 30일동안 계좌 평균 잔액을 20만원이상 유지하면 현금 1000원을 지급한다.신규 가입 이벤트에 참여한 고객을 대상으로 추첨 이벤트도 준비했다. 1명을 추첨해 올해 2022년을 기념해 현금 202만2000원을 경품으로 준다. 또 200명을 추첨해 요기요 1만원 할인 쿠폰을 제공한다. 추첨일은 12월 20일이며 당첨자는 개별적으로 안내할 예정이다.케이뱅크 관계자는 ""대한민국 축구 응원 이벤트는 물론 신규 가입 고객을 위한 다양한 이벤트를 마련했다""고 말했다.김효숙 기자 (ssook@dailian.co.kr)[데일리안 만평보기][제보하기]Copyright ⓒ 데일리안. All rights reserved. 무단 전재 및 재배포 금지.데일리안 관련뉴스해당 언론사에서 선정하며언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.케이뱅크, 아담대 대환대출 금리 0.7%P 인하케이뱅크 앱 접속 장애 7시반 만에 복구완료케이뱅크, 'MY 체크카드' 출시…매달 최대 15만원 캐시백투신 여중생이 음란물에 6분간 54회 접속?…유족들, 국가 상대로 소송제기'아내 폰에서 전 남친과 찍은 '성관계' 영상이 나왔습니다...이혼 사유 될까요'"
"[데일리안 시사만평] 민주당 의원들, 당이 우선 vs 이재명 우선 우왕좌왕?…공천권이 문제로다데일리안|2022.11.23 10:24","ⓒ[데일리안 = 데스크] by. 한가마데스크 (desk@dailian.co.kr)[데일리안 만평보기][제보하기]Copyright ⓒ 데일리안. All rights reserved. 무단 전재 및 재배포 금지.데일리안 관련뉴스해당 언론사에서 선정하며언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.법조계 '12월 정진상 기소되면 이재명 소환…억울하면 페이스북 대신 출두해야'이재명 사법처리후 국면의 향방을 전망하니'이재명 대통령 될 줄 알았다'…남욱, 폭로 쏟아낸 배경은 [뉴스속인물]남욱 '내 징역 누가 대신 살아주나? 모두 떠안기 싫어…잘못한 만큼만 처벌받을 것'남욱 '유동규, 이재명 대통령 되면 이화영 주도 대북지원사업 추천하겠다고 해'"
"국민의힘, 이태원 참사 국정조사는 어떻게?데일리안|2022.11.23 10:28","ⓒ데일리안 박항구 기자[데일리안 = 박항구기자] 정진석 국민의힘 비대위원장이 23일 국회에서 열린 의원총회에서 발언을 위해 이동하고 있다.박항구기자 (underfl@hanmail.net)[데일리안 만평보기][제보하기]Copyright ⓒ 데일리안. All rights reserved. 무단 전재 및 재배포 금지.데일리안 관련뉴스해당 언론사에서 선정하며언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.국민의힘 이태원특위, 서울경찰청 질타…'국민 보호 맡길 수 있나'박홍근 '국민의힘 국조특위 명단 제출 거부하면 24일 본회의 처리...개문발차'정진석 '예산 처리 후 국정조사 합의 피할 이유 없다'尹대통령, 25일 與 지도부와 만찬…정진석·주호영 등 초청주호영 '先 예산안 後 국정조사' 승부수 통할까"
발언석 이동하는 정진석 비대위원장데일리안|2022.11.23 10:29,"ⓒ데일리안 박항구 기자[데일리안 = 박항구기자] 정진석 국민의힘 비대위원장이 23일 국회에서 열린 의원총회에서 발언을 위해 이동하고 있다.박항구기자 (underfl@hanmail.net)[데일리안 만평보기][제보하기]Copyright ⓒ 데일리안. All rights reserved. 무단 전재 및 재배포 금지.데일리안 관련뉴스해당 언론사에서 선정하며언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.정진석 '예산 처리 후 국정조사 합의 피할 이유 없다'尹대통령, 25일 與 지도부와 만찬…정진석·주호영 등 초청정진석 '김정은 사기극에 '보증인' 역할한 文, 왜 말이 없나'국민의힘 이태원특위, 서울경찰청 질타…'국민 보호 맡길 수 있나'국민의힘, 이태원 참사 국정조사는 어떻게?"
"JW중외제약 美 연구법인, ‘바이오 1번지’ 보스턴 CIC로 이전데일리안|2022.11.23 10:30","JW세리악, 글로벌 오픈 이노베이션 거점 역할 강화JW세리악 전경.ⓒJW중외제약[데일리안 = 남궁경 기자] JW중외제약은 미국 연구법인 JW세리악(JW Theriac)을 샌디에이고에서 보스턴 소재 케임브리지혁신센터(CIC)로 이전했다고 23일 밝혔다.JW세리악은 JW중외제약이 2000년 미국 시애틀에 설립한 화학유전체학 전문 연구소다. JW중외제약 국내 신약연구센터와 함께 Wnt 신호전달경로 타깃 혁신신약 연구를 진행해왔다. 2018년 샌디에이고로 이전해 JW그룹의 글로벌 개방형 혁신(오픈 이노베이션)의 전진기지 역할을 담당하고 있다.JW중외제약은 JW세리악 보스턴 이전을 계기로 미국 바이오 클러스터와의 네트워크를 확장하고, JW의 R&D 기술을 바탕으로 한 비임상·임상 중개연구, 기술이전 등을 확대할 방침이다. 또 글로벌 바이오산업의 시장 정보 수집과 함께 새로운 투자처 발굴에도 나설 계획이다.보스턴은 글로벌 제약사와 유망 바이오벤처, 세계적 권위의 병원 및 연구기관이 몰려 있는 바이오 분야의 세계적인 클러스터다. 전 세계 1000여개 제약·바이오 기업이 보스턴 바이오클러스터에 거점을 마련해 2조 달러 이상의 경제 효과를 창출하고 있다. 보스턴에서도 1999년 개설된 CIC는 바이오헬스산업 네트워크 1번지로 불린다.박찬희 JW그룹 최고기술책임자(CTO)는 “최대 의약품 시장인 미국에서 보스턴은 글로벌 제약·바이오 산업을 이끄는 중심지이자 관련 산업 생태계가 가장 잘 구축된 최적의 바이오 클러스터”라며 “JW세리악이 글로벌 오픈 이노베이션 전략을 실행하는데 핵심 거점 역할을 할 것으로 기대한다”고 말했다.한편, JW중외제약은 신약 후보 물질을 발굴하는 자체 연구·개발(R&D) 플랫폼을 유망 바이오기업의 플랫폼과 결합하는 한편 학계, 연구소, 병원 등 다양한 기관과 협업해 신약 파이프라인을 확장하는 오픈 이노베이션 전략을 추진하고 있다.최근에는 혁신 기술을 보유한 바이오기업과 협업하는 산-산 협력을 강화해 현재 국내 7개 바이오기업과 공동연구를 진행 중이다. 특히 JW중외제약은 오픈 이노베이션 대상을 국내에 국한하지 않고 해외로 확장하고 있다. 올해 7월부터 국내 제약사 중 최초로 미국 최대 바이오·헬스케어 벤처캐피탈인 아치벤처파트너스와 함께 공동연구 파트너를 물색하고 있으며, 지난 1일에는 미국 바이오 벤처기업 큐어에이아이 테라퓨틱스와 인공지능(AI) 기반의 혁신 항암신약 개발 공동연구 계약을 체결했다.남궁경 기자 (nkk0208@dailian.co.kr)[데일리안 만평보기][제보하기]Copyright ⓒ 데일리안. All rights reserved. 무단 전재 및 재배포 금지.데일리안 관련뉴스해당 언론사에서 선정하며언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.'아저씨 먼저 가세요~'...골목길서 자동차에 '양보' 손짓한 초등학생 (영상)투신 여중생이 음란물에 6분간 54회 접속?…유족들, 국가 상대로 소송제기'아내 폰에서 전 남친과 찍은 '성관계' 영상이 나왔습니다...이혼 사유 될까요'남욱 '내 징역 누가 대신 살아주나? 모두 떠안기 싫어…잘못한 만큼만 처벌받을 것'남욱 '유동규, 이재명 대통령 되면 이화영 주도 대북지원사업 추천하겠다고 해'"
의원총회 참석한 정진석-주호영데일리안|2022.11.23 10:31,"ⓒ데일리안 박항구 기자[데일리안 = 박항구기자] 정진석 국민의힘 비대위원장과 주호영 원내대표가 23일 국회에서 열린 의원총회에서 악수를 한 뒤 돌아서고 있다.박항구기자 (underfl@hanmail.net)[데일리안 만평보기][제보하기]Copyright ⓒ 데일리안. All rights reserved. 무단 전재 및 재배포 금지.데일리안 관련뉴스해당 언론사에서 선정하며언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.국민의힘, 이태원 참사 국정조사는 어떻게?발언석 이동하는 정진석 비대위원장정진석 '예산 처리 후 국정조사 합의 피할 이유 없다'尹대통령, 25일 與 지도부와 만찬…정진석·주호영 등 초청주호영 '先 예산안 後 국정조사' 승부수 통할까"
"쌍용차, 독일·벨기에 딜러 평택공장 초청데일리안|2022.11.23 10:31","주요 수출국 독일·벨기에 대리점 등 평택공장 방문회사 현황 및 글로벌 판매 확대 의견 나눠쌍용차 평택공장 전경.ⓒ쌍용자동차[데일리안 = 편은지 기자] 쌍용자동차가 주요 수출국인 독일, 벨기에 등 대리점 관계자를 평택공장으로 초청했다. 글로벌 시장 판매 확대를 위한 포석으로 풀이된다.쌍용자동차는 글로벌 판매 확대를 위해 중부 유럽 대리점 관계자 등 판매 네트워크를 평택 공장에 초청했다고 23일 밝혔다. 기업회생절차 종결 이후 처음이다.이번 행사는 지난 21일부터 1박 2일 일정으로 진행됐으며, 독일과 벨기에 대리점 및 산하 딜러(영업점) 관계자 60여 명 등 중부 유럽 우수 딜러들이 참석했다.대리점 관계자들은 평택공장 생산라인과 디자인 센터를 직접 둘러본 것으로 전해졌다. 또 회사의 현황과 미래 전략모델, 디자인 철학 등 쌍용자동차의 향후 발전 전략에 대해 공유하는 시간을 가졌다.특히 해외사업본부 및 상품본부 관계자와의 미팅을 통해 시장 별 현지 마케팅 및 상품 전략, 수출 계획 등 중장기 비전 등을 공유하며 글로벌 판매 확대를 위한 의견도 나눴다.한편, 쌍용자동차는 지난 19일부터 1박 2일 일정으로 토레스 차명의 기원이 된 남미 파타고니아 남부의 토레스 델 파이네 국립공원에서 중남미와 중동, 아프리카 기자단과 지역 대리점 관계자들이 참석한 가운데 프레스 콘퍼런스와 시승행사를 갖고 본격적인 글로벌 시장 판매 확대에 나섰다.이연재 쌍용자동차 해외사업본부장 전무는 “글로벌 시장 별 현지마케팅 및 브랜드 인지도 전략 강화는 물론 해외네트워크와의 긴밀한 협력과 파트너십을 통해 해외시장에서의 경쟁력을 확보하고 글로벌 판매 확대에 박차를 가해 나갈 것”이라고 말했다.편은지 기자 (silver@dailian.co.kr)[데일리안 만평보기][제보하기]Copyright ⓒ 데일리안. All rights reserved. 무단 전재 및 재배포 금지.데일리안 관련뉴스해당 언론사에서 선정하며언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.'아저씨 먼저 가세요~'...골목길서 자동차에 '양보' 손짓한 초등학생 (영상)투신 여중생이 음란물에 6분간 54회 접속?…유족들, 국가 상대로 소송제기'아내 폰에서 전 남친과 찍은 '성관계' 영상이 나왔습니다...이혼 사유 될까요'남욱 '내 징역 누가 대신 살아주나? 모두 떠안기 싫어…잘못한 만큼만 처벌받을 것'"
정원영 전 용인시정연구원장 해임 집행정지 '각하'데일리안|2022.11.23 10:35,"법원 ""소송의 대상이 되는 처분으로 볼 수 없다""[데일리안 = 김태호 기자] 정원영 전 용인시정연구원장 직위 해제와 해임 처분이 부당하다는 이유로 수원지방법원에 낸의 집행정지 신청이 각하됐다.23일 용인특례시에 따르면 정 전 원장은 직원들에게 갑질 등의 행위로 이사회 의결을 거쳐 해임되자 용인시정연구원을 상대로 직위해제 처분 및 해임처분의 효력을 정지해달라는 취지의 집행정지 신청을 지난 4일 수원지방법원에 제출했다.수원지법 제2행정부(김나연 판사)는 수원지법은 양측 심문 이후 “항고 소송의 대상이 되는 처분으로 볼 수 없다”며 정 씨 측이 요청한 집행정지 신청에 대해 각하를 결정했다.재판부는 “시정연구원은 재단법인으로 법률과 정관에서 정한 사항 외에는 재단법인에 관한 민법규정을 적용하도록 규정한 만큼 시정연구원의 임원의 근무관계는 공법상 관계가 아닌 사법관계로 보는 것이 타당하다“며 각하 이유를 설명했다.이에 용인시 관계자는 ”정 씨는 본인의 갑질로 고통받은 직원들이 이를 성토하는 기자회견까지 했는데도 반성은 커녕 본인을 정치적 희생양으로 포장하려 했다“면서 ”결국 법원에서 객관적인 판단을 해준 것 아니겠느냐“라고 말했다.정 씨는 시정연구원장으로 재직 당시 여직원 앞에서 얼룩이 묻은 와이셔츠를 벗어 빨아줄 것을 지시하고, 다른 직원에게는 ‘빛나리 회장’이라며 신체적 특징을 조롱했으며, 또 다른 직원에게는 ‘뚱뚱해서 사무실이 좁다’고 모멸감을 주는 등 그 갑질 비위행위 정도가 심하여 지난 10월 시정연구원 이사회 의결로 해임 처분됐다.이후 정 씨는 기자회견을 열어 해임에 대한 부당성을 주장하며 소송을 제기하고 본인은 정치적으로 희생됐다는 '표적감사‘, ’퇴진압박‘, ’업무방해‘ 등 근거도 없는 허위 사실을 언론에 유포했다.시 관계자는 “본인이 빨래를 시킨 사실이 7월 28일 언론에 보도되자 해당 직원을 본인 부속실로 배치하고, 그 직원 앞에서 문서를 바닥에 던지며 파쇄를 지시하는 등 2차 가해까지 한 사실이 있다”고 밝혔다.이어 “직원들에 대한 정 씨의 각종 갑질과 감사 과정에서의 소명 회피 등이 정 씨의 해임으로까지 이어진 핵심 사안임에도 그는 기자회견에서 거짓 주장까지 했다”고 지적했다.이어 “정 씨에 대한 감사는 지난 여름 5차례에 걸쳐 헬프라인(익명제보시스템)을 통해 갑질행위 신고를 조사해 해당사실을 확인, 피해를 입은 직원을 보호하고 또다시 2차 가해를 예방하기 위해 정당한 절차를 거쳐 해임했다”며 “표적감사라는 정 씨 주장은 터무니없는 거짓말”이라고 강조했다.용인시는 “이사회에서 자산에게 관용을 베풀어 달라고 한 것은 잘못을 인정한 것이고 해임될 것을 걱정했던 것으로 보인다“라며 “시정연구원 이사회는 정 씨의 못된 갑질 행위가 반복되지 않고 직원들에게 큰 상처를 준 헹위가 가볍게 넘길 수 없다고 판단, 해임의결을 한 것”이라고 설명했다.이와 관련해 연구원 직원들은 기자회견을 열어 “정 씨는 용인시의 정당한 업무를 방해했을 뿐 아니라, 연구자의 성과를 본인 치적으로 돌리기 위해 본인 이름을 강제로 끼워넣기도 했다”며 “갑질로 피해를 받은 직원에게 진심으로 사과하라”는 요구했다.김태호 기자 (thkim@dailian.co.kr)[데일리안 만평보기][제보하기]Copyright ⓒ 데일리안. All rights reserved. 무단 전재 및 재배포 금지.데일리안 관련뉴스해당 언론사에서 선정하며언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.용인시 집중호우 피해 하천 '우선 복구' 돌입용인시··· 총 예산 '3조원 시대' 돌입용인시 '도시재생 일환' 신갈동 자원순환 회수 로봇 설치﻿용인시 노후 공동주택 '수리비 보조금 최대 150%' 상향용인시 '수능생 안전과 편의 제공할 TF' 구성"
"한국로지스풀, B2B 온라인 쇼핑몰 ‘로지숍’ 스마트오더 도입데일리안|2022.11.23 10:36","한국로지스풀은 물류기기 전문 B2B 온라인 쇼핑몰 ‘로지숍(Logishop)’에 상품 검색 및 주문 절차 간소화 서비스 ‘스마트오더’ 기능을 추가했다.ⓒ한국로지스풀[데일리안 = 최승근 기자] 로지스올그룹 한국로지스풀(이하 KLP)은 물류기기 전문 B2B 온라인 쇼핑몰 ‘로지숍(Logishop)’에 상품 검색 및 주문 절차 간소화 서비스 ‘스마트오더’ 기능을 추가했다고 23일 밝혔다.로지숍은 KLP가 2014년 오픈해 운영 중인 물류 관련 부자재 판매 B2B 쇼핑몰이다. 물류기기 및 설비, 포장자재, 사무용품 등 1만여 물류 관련 제품을 취급하고 있으며, 물류 친환경 제품 및 PB 제품 등 특화상품 등 취급품목을 지속적으로 확대하고 있다.이번에 추가된 ‘스마트오더’ 기능은 자주 주문하는 상품들을 미리 등록해 두고 주문 시 수량만 입력해 바로 주문할 수 있도록 하는 기능이다. B2B 고객의 경우, 주로 동일한 품목을 월 단위로 일정하게 발주하는 것을 고려해 개발했다.이 기능을 이용하는 고객은 로지숍 내 상품을 검색해 일일이 장바구니에 추가하는 작업을 줄여 빠르고 편리하게 발주할 수 있다. 특히 다양한 상품 검색 및 목록 관리가 어려운 모바일 환경에서 더 유용하게 이용할 수 있다.로지숍 관계자는 “스마트오더는 물류 부자재 B2B 온라인 쇼핑몰 중 로지숍이 최초로 도입하는 기능”이라며 “사용자들의 이용 패턴과 니즈를 분석해 사이트의 편의성을 더욱 높여가겠다”고 말했다.최승근 기자 (csk3480@dailian.co.kr)[데일리안 만평보기][제보하기]Copyright ⓒ 데일리안. All rights reserved. 무단 전재 및 재배포 금지.데일리안 관련뉴스해당 언론사에서 선정하며언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.롯데글로벌로지스, 티맵모빌리티와 '물류 사업' 협력한국로지스풀, 유플로우 '3D 창고 투어 서비스' 본격 확대글로벌세아, 우크라이나 피난민에 동계 의류 용품 지원정진상, 유동규에게 '우리는 모르는 척하고 개인비리로 몰아갈 것'GS25 반값택배, 올해만 250톤 탄소 배출 저감 기여"
"손병환 농협금융 회장, 미래세대를 위한 동행 나서데일리안|2022.11.23 10:37","손병환 NH농협금융 회장이 22일 경남 진주시 경상국립대학교에서 대학생들에게 특강을 하고 있다.ⓒNH농협금융[데일리안 = 부광우 기자] NH농협금융은 손병환 회장이 지난 22일 경남 진주시 일대에서 미래세대를 응원하기 위한 현장경영에 나섰다고 23일 밝혔다.손 회장은 경남 진주시청에서 조규일 진주시장과 김택세 진주시체육회장을 만나 유소년 체육인재 양성을 강화하고 지역의 생활체육 활성화 지원을 위한 목적으로 기부금을 전달했다. 이날 전달식에는 최영식 NH농협은행 경남영업본부장과 김정구 진주시지부장 등 농협 관계자와 박성진 진주시 문화관광국장 등 진주시 관계자 등이 참석했다.손 회장은 ""지역의 체육인재의 성장을 지원할 수 있어 뜻깊다""며 ""농협금융은 뛰어난 유소년 체육꿈나무들이 대한민국을 넘어 세계로 뻗어가는 체육인재로 거듭나도록 지속 응원하겠다"" 고 말했다.이어 손 회장은 경상국립대학교를 방문해 대학생들을 위한 특강을 실시했다. 이날 특강에서 손 회장은 ""무한한 잠재력을 지닌 여러분들이 바꾸어 나갈 미래를 기대한다""며 ""소통의 자세와 성장에 대한 열정을바탕으로 끊임없이 도전한다면, 원하는 것을 이뤄낼 것""이라고 학생들을 격려했다.특강에 앞서 손 회장은 권순기 경상국립대 총장에게 미래세대 동행을 위한 장학금을 전달했다. 이번 장학금은 가정형편이 어려운 대학생들이 학업을 지속하며, 꿈을 놓지 않도록 지원하는 데 사용된다.부광우 기자 (boo0731@dailian.co.kr)[데일리안 만평보기][제보하기]Copyright ⓒ 데일리안. All rights reserved. 무단 전재 및 재배포 금지.데일리안 관련뉴스해당 언론사에서 선정하며언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.손병환 농협금융 회장, 스포츠단 납회식서 선수단 격려농협금융, ESG경영 전사적 확대…사업 활성화농협금융 임추위 가동…손병환 회장 연임 여부 관심'아내 폰에서 전 남친과 찍은 '성관계' 영상이 나왔습니다...이혼 사유 될까요'남욱 '내 징역 누가 대신 살아주나? 모두 떠안기 싫어…잘못한 만큼만 처벌받을 것'"
"요기요, 한국 축구 대표팀 선전 기원 '#빨간맛응원전' 개최데일리안|2022.11.23 10:40","ⓒ요기요[데일리안 = 이나영 기자] 요기요는 대한민국 축구 국가대표팀의 선전을 기원하는 ‘#빨간맛응원전’을 진행한다고 23일 밝혔다.이번 응원전 프로모션은 우리 국가대표 축구팀의 메인 컬러인 레드를 모티브로 화끈한 응원을 펼치자는 의미와 요기요에서 주문한 빨간맛 음식과 함께 즐거운 경기를 관람하기 위한 맛의 즐거움을 더욱 북돋자는 취지에서 마련됐다.응원 이벤트 참여 방법은 간단하다. 요기요 앱 내 #빨간맛응원전 마이크로 사이트에서 대한민국 축구 국가대표팀을 향한 열정의 응원 메시지를 남기면 요기요 2000원 할인 쿠폰을 선착순으로 받을 수 있다. 프로모션 기간은 오는 12월3일까지이며, 축구 경기 응원과 함께 즐길 맛있는 빨간맛 음식 메뉴를 선택해 요기서 1초 결제 또는 요기서 결제를 통해서만 할인 주문 가능하다.또한 요기요를 통해 주문한 음식 이미지를 필수 해시태그와 함께 인스타그램에 공유하면 추첨을 통해 ‘에어팟 맥스’와 ‘요기요 할인 쿠폰’을 제공하는 추가 경품 이벤트도 준비했다.우리 국가대표팀의 골 선전을 응원하는 마음을 담아 오는 28일부터 다음달 5일까지 ‘요기로, 골 배달 이벤트’ 도 더불어 진행된다. 한국 대표팀이 골을 넣으면 사용 가능한 요기요 5000원 할인 쿠폰을 선착순으로 제공하는 특별 이벤트로 요기요 고객이면 누구나 참여 가능하다.스티브 조 요기요 최고 마케팅 책임자는 “전 세계인의 축제인 월드컵 기간 동안 많은 요기요 소비자들이 더욱 즐겁게 우리 대표팀을 함께 응원하고 즐길 수 있도록 이번 프로모션을 준비했다”며 “앞으로도 즐거움이란 요기요의 브랜드 가치를 더 많은 소비자들에게 선사하고 다양한 맛의 즐거움을 즐길 수 있는 요기요가 되기 위해 더욱 노력해 나가겠다”고 말했다.이나영 기자 (ny4030@dailian.co.kr)[데일리안 만평보기][제보하기]Copyright ⓒ 데일리안. All rights reserved. 무단 전재 및 재배포 금지.데일리안 관련뉴스해당 언론사에서 선정하며언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.요기요, 새로운 맛 즐거움 알리는 신규 광고 캠페인 시작[단독] 요기요, 요기패스라운지 종료…성장 묘수 찾기 고심요기요, 안전한 주방 위한 '보이는 소화기' 캠페인 진행요기요, 피자헛과 배달서비스 다각화 위한 업무협약 체결요기요, '식후감 대회' 누적 참여 건수 29만건 돌파"
"신한카드, 제21회 꼬마피카소 그림축제 시상식 개최데일리안|2022.11.23 10:41","신한카드가 23일 서울 을지로 본사에서 개최한 제21회 꼬마피카소 그림축제의 시상식에서 문동권(앞줄 왼쪽 두번째) 신한카드 부사장, 박두준(뒷줄 오른쪽 첫번째) 아이들과미래재단 상임이사, 김연순(앞줄 오른쪽 첫번째) 한국미술협회 심사위원장이 시상 후 수상자들과 함께 기념촬영을 하고있다.ⓒ신한카드[데일리안 = 이세미 기자] 신한카드는 지난 10월 초 열렸던 ‘제21회 꼬마피카소 그림축제'의 시상식을 서울 을지로 신한카드 본사에서 개최했다고 23일 밝혔다.이날 시상식에는 유치부(만 4세 이상), 초등학교 저학년부(1~3학년) 및 초등학교 고학년부(4~6학년) 총 3개 부문의 대상, 최우수상, 우수상 등 본상 수상 어린이들이 참석했으며 문동권 신한카드 부사장, 박두준 아이들과미래재단 상임이사와 김연순 한국미술협회 심사위원장 등이 시상에 참여했다.대상은 유치부 부문 제일무궁화유치원 황시윤 어린이, 초등저학년 부문 서울송례초등학교 송서현 어린이, 초등고학년 부문 인천먼우금초등학교 박가희 어린이로 수상자 3명에게는 여성가족부장관상이 수여됐다.수상 어린이들에게는 상장과 함께 대상 각 100만원, 최우수상 각 50만원, 우수상 각 30만원의 장학금을 비롯, 50만원 상당의 부상이 주어졌다.올해로 21번째를 맞은 꼬마피카소 그림축제는 온 가족이 함께 즐길 수 있는 신한카드의 대표적인 가족 행사다. 신종 코로나바이러스 감염증 이후 3년 만에 야외 가족 축제로 개최돼 신청 접수 하루 만에 조기 마감된 바 있다.특히 올해에는 어린이들이 그린 작품들이 NFT로 발행돼, 온라인으로 전시된다. 카카오 클립 과 연계된 마켓플레이스인 3space Art 내 꼬마피카소 전용관에서 어린이들의 작품을 감상할 수 있다.문동권 신한카드 부사장은 “올해로 21번째를 맞이한 꼬마피카소 그림축제에 매년 보내주시는 성원에 감사드린다”며 “앞으로도 시니어 세대를 비롯 다양한 연령대의 취미와 관심사를 지원하는 프로그램을 기획 운영해 나갈 것""이라고 말했다.이세미 기자 (lsmm12@dailian.co.kr)[데일리안 만평보기][제보하기]Copyright ⓒ 데일리안. All rights reserved. 무단 전재 및 재배포 금지.데일리안 관련뉴스해당 언론사에서 선정하며언론사 페이지(아웃링크)로 이동해 볼 수 있습니다.요기요, 한국 축구 대표팀 선전 기원 '#빨간맛응원전' 개최손병환 농협금융 회장, 미래세대를 위한 동행 나서한국로지스풀, B2B 온라인 쇼핑몰 '로지숍' 스마트오더 도입정원영 전 용인시정연구원장 해임 집행정지 '각하'JW중외제약 美 연구법인, '바이오 1번지' 보스턴 CIC로 이전"
